id_encuestado,RangoEdad,SegmentoEdad,Genero,Ocupacion
486,25 - 34 años,Adulto Joven,Masculino,Estudiante
487,18 - 24 años,Joven Adulto,Masculino,Empleado privado
488,45 - 54 años,Adulto Mayor,Femenino,Estudiante
489,18 - 24 años,Joven Adulto,Masculino,Empleado privado
490,55 años o más,Senior,Prefiero no indicarlo,Empleado privado
491,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
492,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
493,45 - 54 años,Adulto Mayor,Femenino,Estudiante
494,25 - 34 años,Adulto Joven,Masculino,Empleado privado
495,35 - 44 años,Adulto,Masculino,Empleado privado
496,18 - 24 años,Joven Adulto,Masculino,Estudiante
497,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
498,Menos de 18 años,Juvenil,Masculino,Estudiante
499,25 - 34 años,Adulto Joven,Masculino,Empleado privado
500,35 - 44 años,Adulto,Masculino,Empleado privado
501,18 - 24 años,Joven Adulto,Masculino,Empleado privado
502,25 - 34 años,Adulto Joven,Masculino,Empresario
503,25 - 34 años,Adulto Joven,Femenino,Ama de casa
504,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
505,45 - 54 años,Adulto Mayor,Masculino,Estudiante
506,Menos de 18 años,Juvenil,Femenino,Empleado privado
507,55 años o más,Senior,Masculino,Empleado privado
508,35 - 44 años,Adulto,Femenino,Ama de casa
509,35 - 44 años,Adulto,Masculino,Jubilado
510,18 - 24 años,Joven Adulto,Masculino,Estudiante
511,35 - 44 años,Adulto,Masculino,No especificado
512,55 años o más,Senior,Femenino,Empleado público
513,35 - 44 años,Adulto,Masculino,Otro
514,35 - 44 años,Adulto,Prefiero no indicarlo,Comerciante
515,18 - 24 años,Joven Adulto,Masculino,Empleado privado
516,35 - 44 años,Adulto,Masculino,Profesional independiente
517,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
518,Menos de 18 años,Juvenil,Femenino,Otro
519,25 - 34 años,Adulto Joven,Femenino,Comerciante
520,55 años o más,Senior,Masculino,Empleado público
521,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
522,25 - 34 años,Adulto Joven,Femenino,Jubilado
523,25 - 34 años,Adulto Joven,Masculino,Empleado privado
524,35 - 44 años,Adulto,Masculino,Estudiante
525,25 - 34 años,Adulto Joven,Masculino,Empresario
526,Menos de 18 años,Juvenil,Femenino,Comerciante
527,18 - 24 años,Joven Adulto,Masculino,Empleado privado
528,18 - 24 años,Joven Adulto,Masculino,Comerciante
529,25 - 34 años,Adulto Joven,Femenino,Estudiante
530,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
531,18 - 24 años,Joven Adulto,Femenino,Empresario
532,35 - 44 años,Adulto,Femenino,Estudiante
533,55 años o más,Senior,Femenino,No especificado
534,55 años o más,Senior,Masculino,Estudiante
535,25 - 34 años,Adulto Joven,Masculino,Otro
536,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
537,25 - 34 años,Adulto Joven,Masculino,Empleado privado
538,35 - 44 años,Adulto,Femenino,Empresario
539,18 - 24 años,Joven Adulto,Masculino,Ama de casa
540,35 - 44 años,Adulto,Femenino,Comerciante
541,18 - 24 años,Joven Adulto,Masculino,Comerciante
542,Menos de 18 años,Juvenil,Femenino,Ama de casa
543,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
544,25 - 34 años,Adulto Joven,Femenino,Comerciante
545,25 - 34 años,Adulto Joven,Femenino,Empleado privado
546,45 - 54 años,Adulto Mayor,Femenino,Empresario
547,18 - 24 años,Joven Adulto,Masculino,Empresario
548,18 - 24 años,Joven Adulto,Femenino,Ama de casa
549,35 - 44 años,Adulto,Masculino,Empleado privado
550,25 - 34 años,Adulto Joven,Masculino,Empleado público
551,55 años o más,Senior,Masculino,Empleado público
552,18 - 24 años,Joven Adulto,Masculino,Empleado privado
553,45 - 54 años,Adulto Mayor,Prefiero no indicarlo,Estudiante
554,18 - 24 años,Joven Adulto,Masculino,Empresario
555,18 - 24 años,Joven Adulto,Femenino,Comerciante
556,Menos de 18 años,Juvenil,Femenino,Profesional independiente
557,55 años o más,Senior,Femenino,Empleado público
558,18 - 24 años,Joven Adulto,Femenino,Empleado privado
559,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
560,Menos de 18 años,Juvenil,Femenino,Estudiante
561,45 - 54 años,Adulto Mayor,Femenino,Empleado público
562,55 años o más,Senior,Femenino,Empleado público
563,45 - 54 años,Adulto Mayor,Femenino,Estudiante
564,55 años o más,Senior,Femenino,Empleado privado
565,Menos de 18 años,Juvenil,Femenino,Estudiante
566,35 - 44 años,Adulto,Femenino,Empleado privado
567,35 - 44 años,Adulto,Femenino,Empleado privado
568,45 - 54 años,Adulto Mayor,Masculino,Empleado público
569,35 - 44 años,Adulto,Femenino,Profesional independiente
570,35 - 44 años,Adulto,Masculino,Ama de casa
571,25 - 34 años,Adulto Joven,Femenino,Estudiante
572,18 - 24 años,Joven Adulto,Femenino,Estudiante
573,18 - 24 años,Joven Adulto,Masculino,Otro
574,18 - 24 años,Joven Adulto,Femenino,Empleado público
575,18 - 24 años,Joven Adulto,Masculino,Empleado público
576,18 - 24 años,Joven Adulto,Masculino,Empleado privado
577,Menos de 18 años,Juvenil,Masculino,Estudiante
578,18 - 24 años,Joven Adulto,Prefiero no indicarlo,Estudiante
579,25 - 34 años,Adulto Joven,Masculino,Estudiante
580,Menos de 18 años,Juvenil,Femenino,Estudiante
581,18 - 24 años,Joven Adulto,Femenino,Empresario
582,35 - 44 años,Adulto,Masculino,Profesional independiente
583,25 - 34 años,Adulto Joven,Masculino,Empleado privado
584,55 años o más,Senior,Masculino,Empleado privado
585,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
586,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
587,35 - 44 años,Adulto,Femenino,Comerciante
588,18 - 24 años,Joven Adulto,Masculino,Comerciante
589,25 - 34 años,Adulto Joven,Femenino,Empleado privado
590,18 - 24 años,Joven Adulto,Masculino,Ama de casa
591,25 - 34 años,Adulto Joven,Femenino,Jubilado
592,18 - 24 años,Joven Adulto,Masculino,Comerciante
593,Menos de 18 años,Juvenil,Femenino,Empleado privado
594,35 - 44 años,Adulto,Masculino,Empresario
595,45 - 54 años,Adulto Mayor,Femenino,No especificado
596,25 - 34 años,Adulto Joven,Masculino,Estudiante
597,Menos de 18 años,Juvenil,Femenino,Comerciante
598,Menos de 18 años,Juvenil,Masculino,Empleado privado
599,25 - 34 años,Adulto Joven,Femenino,Empleado privado
600,45 - 54 años,Adulto Mayor,Femenino,Ama de casa
601,18 - 24 años,Joven Adulto,Masculino,Comerciante
602,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
603,35 - 44 años,Adulto,Femenino,Empresario
604,Menos de 18 años,Juvenil,Femenino,Estudiante
605,25 - 34 años,Adulto Joven,Femenino,Estudiante
606,25 - 34 años,Adulto Joven,Femenino,Empleado privado
607,Menos de 18 años,Juvenil,Masculino,Empleado privado
608,25 - 34 años,Adulto Joven,Masculino,Ama de casa
609,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1416,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
611,45 - 54 años,Adulto Mayor,Femenino,Profesional independiente
612,35 - 44 años,Adulto,Femenino,Profesional independiente
613,25 - 34 años,Adulto Joven,Masculino,Comerciante
614,45 - 54 años,Adulto Mayor,Femenino,Ama de casa
615,18 - 24 años,Joven Adulto,Masculino,Jubilado
1472,45 - 54 años,Adulto Mayor,Femenino,Empleado público
617,35 - 44 años,Adulto,Femenino,Empleado privado
618,18 - 24 años,Joven Adulto,Femenino,Empleado privado
619,35 - 44 años,Adulto,Masculino,Empleado privado
620,25 - 34 años,Adulto Joven,Masculino,Jubilado
621,Menos de 18 años,Juvenil,Femenino,Estudiante
622,35 - 44 años,Adulto,Femenino,Empleado privado
623,18 - 24 años,Joven Adulto,Masculino,Empleado privado
624,Menos de 18 años,Juvenil,Masculino,Estudiante
625,18 - 24 años,Joven Adulto,Femenino,Estudiante
626,18 - 24 años,Joven Adulto,Masculino,Empleado privado
627,25 - 34 años,Adulto Joven,Masculino,Estudiante
628,25 - 34 años,Adulto Joven,Masculino,Empleado privado
629,18 - 24 años,Joven Adulto,Masculino,Empleado privado
630,55 años o más,Senior,Masculino,Comerciante
631,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
632,25 - 34 años,Adulto Joven,Femenino,Empleado privado
633,45 - 54 años,Adulto Mayor,Masculino,Ama de casa
634,35 - 44 años,Adulto,Masculino,Empleado privado
635,35 - 44 años,Adulto,Masculino,Empleado público
636,55 años o más,Senior,Masculino,Estudiante
637,18 - 24 años,Joven Adulto,Femenino,Empleado privado
638,18 - 24 años,Joven Adulto,Masculino,Empleado privado
639,25 - 34 años,Adulto Joven,Femenino,Estudiante
640,45 - 54 años,Adulto Mayor,Femenino,Estudiante
641,18 - 24 años,Joven Adulto,Masculino,Estudiante
642,Menos de 18 años,Juvenil,Femenino,Empleado público
643,55 años o más,Senior,Femenino,Ama de casa
644,25 - 34 años,Adulto Joven,Masculino,Empleado privado
645,18 - 24 años,Joven Adulto,Masculino,Otro
646,18 - 24 años,Joven Adulto,Femenino,Estudiante
647,25 - 34 años,Adulto Joven,Femenino,Comerciante
648,Menos de 18 años,Juvenil,Femenino,Empleado privado
649,55 años o más,Senior,Femenino,Estudiante
650,18 - 24 años,Joven Adulto,Masculino,Comerciante
651,25 - 34 años,Adulto Joven,Femenino,Ama de casa
652,35 - 44 años,Adulto,Femenino,Empresario
653,55 años o más,Senior,Femenino,Comerciante
654,35 - 44 años,Adulto,Masculino,Profesional independiente
655,45 - 54 años,Adulto Mayor,Femenino,Comerciante
656,Menos de 18 años,Juvenil,Masculino,Estudiante
657,25 - 34 años,Adulto Joven,Masculino,Estudiante
658,45 - 54 años,Adulto Mayor,Masculino,Ama de casa
659,25 - 34 años,Adulto Joven,Femenino,Comerciante
660,35 - 44 años,Adulto,Femenino,Estudiante
661,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
662,25 - 34 años,Adulto Joven,Masculino,Estudiante
663,25 - 34 años,Adulto Joven,Masculino,Estudiante
664,35 - 44 años,Adulto,Masculino,Jubilado
665,25 - 34 años,Adulto Joven,Masculino,Empresario
666,Menos de 18 años,Juvenil,Femenino,Comerciante
667,35 - 44 años,Adulto,Femenino,Empleado privado
668,35 - 44 años,Adulto,Masculino,Empleado privado
669,35 - 44 años,Adulto,Prefiero no indicarlo,Empresario
670,18 - 24 años,Joven Adulto,Masculino,Estudiante
671,18 - 24 años,Joven Adulto,Masculino,Empleado público
672,25 - 34 años,Adulto Joven,Femenino,Empleado privado
673,35 - 44 años,Adulto,Masculino,Empleado privado
674,25 - 34 años,Adulto Joven,Masculino,Otro
675,25 - 34 años,Adulto Joven,Femenino,Estudiante
676,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
677,55 años o más,Senior,Femenino,Empleado privado
678,45 - 54 años,Adulto Mayor,Femenino,Ama de casa
679,Menos de 18 años,Juvenil,Masculino,No especificado
680,55 años o más,Senior,Masculino,Ama de casa
681,18 - 24 años,Joven Adulto,Masculino,Otro
682,25 - 34 años,Adulto Joven,Femenino,Empleado privado
683,35 - 44 años,Adulto,Femenino,Empleado privado
684,18 - 24 años,Joven Adulto,Femenino,Empleado privado
685,35 - 44 años,Adulto,Femenino,Jubilado
686,25 - 34 años,Adulto Joven,Masculino,Empleado privado
687,25 - 34 años,Adulto Joven,Masculino,Otro
688,25 - 34 años,Adulto Joven,Masculino,Estudiante
689,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1961,18 - 24 años,Joven Adulto,Masculino,Empleado privado
691,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
692,25 - 34 años,Adulto Joven,Femenino,Empleado privado
693,Menos de 18 años,Juvenil,Femenino,Comerciante
694,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
695,Menos de 18 años,Juvenil,Masculino,Empresario
696,35 - 44 años,Adulto,Masculino,Profesional independiente
697,18 - 24 años,Joven Adulto,Femenino,Empleado público
698,18 - 24 años,Joven Adulto,Masculino,Empleado privado
699,18 - 24 años,Joven Adulto,Masculino,Empleado privado
700,35 - 44 años,Adulto,Femenino,Profesional independiente
701,45 - 54 años,Adulto Mayor,Masculino,Comerciante
702,25 - 34 años,Adulto Joven,Femenino,Empleado privado
703,18 - 24 años,Joven Adulto,Masculino,Comerciante
704,25 - 34 años,Adulto Joven,Femenino,Empleado privado
705,18 - 24 años,Joven Adulto,Masculino,Empleado privado
706,45 - 54 años,Adulto Mayor,Masculino,Otro
707,25 - 34 años,Adulto Joven,Masculino,Ama de casa
708,18 - 24 años,Joven Adulto,Femenino,Estudiante
709,25 - 34 años,Adulto Joven,Femenino,Otro
710,25 - 34 años,Adulto Joven,Femenino,Empleado privado
711,55 años o más,Senior,Femenino,Profesional independiente
712,Menos de 18 años,Juvenil,Femenino,Empleado privado
713,35 - 44 años,Adulto,Masculino,Estudiante
714,Menos de 18 años,Juvenil,Masculino,No especificado
715,25 - 34 años,Adulto Joven,Masculino,Estudiante
716,35 - 44 años,Adulto,Masculino,Comerciante
717,18 - 24 años,Joven Adulto,Masculino,Empleado privado
718,Menos de 18 años,Juvenil,Femenino,Empresario
719,Menos de 18 años,Juvenil,Femenino,Estudiante
720,45 - 54 años,Adulto Mayor,Masculino,Empleado público
721,45 - 54 años,Adulto Mayor,Masculino,Comerciante
722,18 - 24 años,Joven Adulto,Femenino,Estudiante
723,45 - 54 años,Adulto Mayor,Femenino,Comerciante
724,Menos de 18 años,Juvenil,Masculino,Empleado privado
725,45 - 54 años,Adulto Mayor,Masculino,Estudiante
726,35 - 44 años,Adulto,Femenino,Comerciante
727,45 - 54 años,Adulto Mayor,Masculino,Estudiante
728,35 - 44 años,Adulto,Masculino,Empleado privado
729,18 - 24 años,Joven Adulto,Masculino,Empleado privado
730,25 - 34 años,Adulto Joven,Femenino,Comerciante
731,35 - 44 años,Adulto,Femenino,Profesional independiente
732,25 - 34 años,Adulto Joven,Femenino,Empleado privado
733,25 - 34 años,Adulto Joven,Masculino,Otro
734,35 - 44 años,Adulto,Masculino,Comerciante
735,18 - 24 años,Joven Adulto,Masculino,Comerciante
736,25 - 34 años,Adulto Joven,Masculino,Estudiante
737,25 - 34 años,Adulto Joven,Masculino,Estudiante
738,Menos de 18 años,Juvenil,Masculino,Estudiante
739,35 - 44 años,Adulto,Femenino,Empleado privado
740,25 - 34 años,Adulto Joven,Femenino,Comerciante
741,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
742,45 - 54 años,Adulto Mayor,Femenino,Empleado público
743,35 - 44 años,Adulto,Femenino,Empleado privado
744,35 - 44 años,Adulto,Masculino,Empleado privado
745,18 - 24 años,Joven Adulto,Masculino,Empleado privado
746,18 - 24 años,Joven Adulto,Femenino,Empleado privado
747,18 - 24 años,Joven Adulto,Masculino,Empleado público
748,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Empleado privado
749,25 - 34 años,Adulto Joven,Femenino,Empresario
750,25 - 34 años,Adulto Joven,Femenino,Empleado público
751,18 - 24 años,Joven Adulto,Femenino,Empleado público
752,35 - 44 años,Adulto,Masculino,Estudiante
753,18 - 24 años,Joven Adulto,Femenino,Comerciante
754,25 - 34 años,Adulto Joven,Femenino,Estudiante
755,55 años o más,Senior,Masculino,Empresario
756,25 - 34 años,Adulto Joven,Masculino,Empleado privado
757,18 - 24 años,Joven Adulto,Femenino,Empleado público
758,35 - 44 años,Adulto,Femenino,Empleado privado
759,55 años o más,Senior,Femenino,Estudiante
760,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
761,35 - 44 años,Adulto,Masculino,Empleado privado
762,45 - 54 años,Adulto Mayor,Masculino,Empresario
763,18 - 24 años,Joven Adulto,Masculino,Empleado privado
764,25 - 34 años,Adulto Joven,Femenino,Empleado público
765,35 - 44 años,Adulto,Masculino,Empleado privado
766,18 - 24 años,Joven Adulto,Femenino,Empresario
767,18 - 24 años,Joven Adulto,Masculino,Empleado público
768,35 - 44 años,Adulto,Femenino,No especificado
769,25 - 34 años,Adulto Joven,Femenino,Empleado privado
770,25 - 34 años,Adulto Joven,Masculino,Empleado privado
771,35 - 44 años,Adulto,Masculino,Comerciante
772,18 - 24 años,Joven Adulto,Femenino,Empleado privado
773,Menos de 18 años,Juvenil,Masculino,Profesional independiente
774,35 - 44 años,Adulto,Masculino,Profesional independiente
775,25 - 34 años,Adulto Joven,Masculino,Empleado público
776,25 - 34 años,Adulto Joven,Masculino,Comerciante
777,18 - 24 años,Joven Adulto,Femenino,Estudiante
778,18 - 24 años,Joven Adulto,Femenino,Empleado privado
779,18 - 24 años,Joven Adulto,Masculino,Empleado privado
780,18 - 24 años,Joven Adulto,Masculino,Empleado privado
781,25 - 34 años,Adulto Joven,Femenino,Ama de casa
782,35 - 44 años,Adulto,Masculino,Empleado privado
783,35 - 44 años,Adulto,Masculino,Empleado privado
784,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
785,25 - 34 años,Adulto Joven,Masculino,Estudiante
786,25 - 34 años,Adulto Joven,Masculino,Empleado privado
787,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
788,18 - 24 años,Joven Adulto,Femenino,Ama de casa
789,Menos de 18 años,Juvenil,Femenino,Empleado privado
790,18 - 24 años,Joven Adulto,Masculino,Estudiante
791,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
792,35 - 44 años,Adulto,Femenino,Comerciante
793,Menos de 18 años,Juvenil,Masculino,Empleado privado
794,25 - 34 años,Adulto Joven,Femenino,Empleado privado
795,35 - 44 años,Adulto,Masculino,Comerciante
796,25 - 34 años,Adulto Joven,Masculino,Comerciante
797,25 - 34 años,Adulto Joven,Masculino,Estudiante
798,45 - 54 años,Adulto Mayor,Masculino,Estudiante
799,Menos de 18 años,Juvenil,Femenino,Empleado privado
800,25 - 34 años,Adulto Joven,Masculino,Empleado privado
801,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
802,Menos de 18 años,Juvenil,Femenino,Estudiante
803,18 - 24 años,Joven Adulto,Masculino,Empleado privado
804,45 - 54 años,Adulto Mayor,Masculino,Empresario
805,25 - 34 años,Adulto Joven,Femenino,Otro
806,25 - 34 años,Adulto Joven,Masculino,Empleado privado
807,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
808,35 - 44 años,Adulto,Masculino,Comerciante
809,25 - 34 años,Adulto Joven,Femenino,Ama de casa
810,18 - 24 años,Joven Adulto,Femenino,No especificado
811,18 - 24 años,Joven Adulto,Masculino,Empleado privado
812,55 años o más,Senior,Masculino,Estudiante
813,18 - 24 años,Joven Adulto,Masculino,Empresario
814,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
815,25 - 34 años,Adulto Joven,Masculino,Comerciante
816,18 - 24 años,Joven Adulto,Prefiero no indicarlo,Otro
817,25 - 34 años,Adulto Joven,Femenino,Empresario
818,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
819,25 - 34 años,Adulto Joven,Femenino,Comerciante
820,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
821,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
822,18 - 24 años,Joven Adulto,Masculino,Empleado privado
823,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
824,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
825,25 - 34 años,Adulto Joven,Femenino,Estudiante
826,25 - 34 años,Adulto Joven,Masculino,Empleado privado
827,35 - 44 años,Adulto,Femenino,Empleado privado
828,35 - 44 años,Adulto,Masculino,Empleado privado
829,25 - 34 años,Adulto Joven,Masculino,Empleado privado
830,18 - 24 años,Joven Adulto,Femenino,Jubilado
831,Menos de 18 años,Juvenil,Femenino,Empleado privado
832,35 - 44 años,Adulto,Femenino,Empresario
833,25 - 34 años,Adulto Joven,Masculino,Comerciante
834,45 - 54 años,Adulto Mayor,Masculino,Jubilado
835,35 - 44 años,Adulto,Femenino,Empleado privado
836,35 - 44 años,Adulto,Masculino,Comerciante
837,25 - 34 años,Adulto Joven,Femenino,Empleado privado
838,35 - 44 años,Adulto,Masculino,Comerciante
839,25 - 34 años,Adulto Joven,Femenino,Empleado privado
840,18 - 24 años,Joven Adulto,Femenino,Comerciante
841,35 - 44 años,Adulto,Masculino,Profesional independiente
842,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
843,35 - 44 años,Adulto,Femenino,Estudiante
844,35 - 44 años,Adulto,Masculino,Estudiante
845,18 - 24 años,Joven Adulto,Masculino,Empleado público
846,18 - 24 años,Joven Adulto,Masculino,Estudiante
847,25 - 34 años,Adulto Joven,Masculino,Empleado privado
848,18 - 24 años,Joven Adulto,Femenino,Empleado privado
849,25 - 34 años,Adulto Joven,Masculino,Estudiante
850,25 - 34 años,Adulto Joven,Masculino,Estudiante
851,18 - 24 años,Joven Adulto,Femenino,Comerciante
852,25 - 34 años,Adulto Joven,Femenino,Empleado privado
853,35 - 44 años,Adulto,Femenino,Estudiante
854,18 - 24 años,Joven Adulto,Femenino,Empleado público
855,35 - 44 años,Adulto,Femenino,Empleado privado
856,25 - 34 años,Adulto Joven,Masculino,Empleado privado
857,35 - 44 años,Adulto,Femenino,Estudiante
858,45 - 54 años,Adulto Mayor,Masculino,Estudiante
859,18 - 24 años,Joven Adulto,Femenino,Estudiante
860,18 - 24 años,Joven Adulto,Masculino,Empleado privado
861,25 - 34 años,Adulto Joven,Femenino,Empleado privado
862,25 - 34 años,Adulto Joven,Femenino,Empleado privado
863,18 - 24 años,Joven Adulto,Femenino,Estudiante
864,35 - 44 años,Adulto,Femenino,Empleado privado
865,45 - 54 años,Adulto Mayor,Masculino,Otro
866,35 - 44 años,Adulto,Femenino,Empleado público
867,45 - 54 años,Adulto Mayor,Femenino,Comerciante
868,35 - 44 años,Adulto,Femenino,Estudiante
869,45 - 54 años,Adulto Mayor,Femenino,Estudiante
870,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
871,Menos de 18 años,Juvenil,Prefiero no indicarlo,Empresario
872,25 - 34 años,Adulto Joven,Femenino,Empresario
873,35 - 44 años,Adulto,Masculino,Empleado privado
874,18 - 24 años,Joven Adulto,Masculino,Empleado público
875,25 - 34 años,Adulto Joven,Femenino,Empleado privado
876,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
877,45 - 54 años,Adulto Mayor,Masculino,Estudiante
878,18 - 24 años,Joven Adulto,Femenino,Empleado privado
879,18 - 24 años,Joven Adulto,Masculino,Empleado privado
880,25 - 34 años,Adulto Joven,Femenino,Ama de casa
881,18 - 24 años,Joven Adulto,Femenino,Estudiante
882,45 - 54 años,Adulto Mayor,Femenino,Estudiante
883,18 - 24 años,Joven Adulto,Masculino,Estudiante
884,25 - 34 años,Adulto Joven,Masculino,Ama de casa
885,18 - 24 años,Joven Adulto,Masculino,Empleado público
886,25 - 34 años,Adulto Joven,Masculino,Empleado público
888,55 años o más,Senior,Femenino,Profesional independiente
889,55 años o más,Senior,Femenino,No especificado
890,45 - 54 años,Adulto Mayor,Masculino,Ama de casa
891,25 - 34 años,Adulto Joven,Femenino,Ama de casa
892,55 años o más,Senior,Masculino,Empleado privado
893,18 - 24 años,Joven Adulto,Femenino,Empleado privado
894,45 - 54 años,Adulto Mayor,Masculino,Ama de casa
895,25 - 34 años,Adulto Joven,Femenino,Comerciante
896,35 - 44 años,Adulto,Femenino,Empleado privado
897,35 - 44 años,Adulto,Masculino,Profesional independiente
898,35 - 44 años,Adulto,Masculino,Estudiante
899,35 - 44 años,Adulto,Masculino,Comerciante
900,Menos de 18 años,Juvenil,Femenino,Comerciante
901,35 - 44 años,Adulto,Femenino,Profesional independiente
902,25 - 34 años,Adulto Joven,Masculino,Empleado privado
903,25 - 34 años,Adulto Joven,Masculino,Comerciante
904,35 - 44 años,Adulto,Masculino,Profesional independiente
905,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
906,25 - 34 años,Adulto Joven,Femenino,Empleado privado
907,25 - 34 años,Adulto Joven,Femenino,Estudiante
908,18 - 24 años,Joven Adulto,Femenino,Empresario
909,35 - 44 años,Adulto,Masculino,Profesional independiente
910,55 años o más,Senior,Femenino,Empleado privado
911,35 - 44 años,Adulto,Femenino,Estudiante
912,25 - 34 años,Adulto Joven,Femenino,Empleado privado
913,35 - 44 años,Adulto,Masculino,Estudiante
914,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
915,25 - 34 años,Adulto Joven,Masculino,Comerciante
916,18 - 24 años,Joven Adulto,Femenino,Comerciante
917,25 - 34 años,Adulto Joven,Femenino,Empleado privado
918,35 - 44 años,Adulto,Femenino,Profesional independiente
919,25 - 34 años,Adulto Joven,Femenino,Estudiante
920,45 - 54 años,Adulto Mayor,Femenino,Comerciante
921,45 - 54 años,Adulto Mayor,Femenino,Estudiante
922,18 - 24 años,Joven Adulto,Masculino,Empleado privado
923,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
924,18 - 24 años,Joven Adulto,Femenino,Empleado privado
925,18 - 24 años,Joven Adulto,Masculino,Empleado privado
926,25 - 34 años,Adulto Joven,Femenino,Comerciante
927,55 años o más,Senior,Masculino,Otro
928,25 - 34 años,Adulto Joven,Masculino,Otro
929,35 - 44 años,Adulto,Femenino,Estudiante
930,25 - 34 años,Adulto Joven,Masculino,Empleado privado
931,18 - 24 años,Joven Adulto,Masculino,Ama de casa
932,18 - 24 años,Joven Adulto,Masculino,Empleado privado
933,25 - 34 años,Adulto Joven,Femenino,Empleado privado
934,55 años o más,Senior,Masculino,Empleado privado
935,25 - 34 años,Adulto Joven,Femenino,Empresario
936,35 - 44 años,Adulto,Masculino,Empleado privado
937,55 años o más,Senior,Masculino,Empleado privado
939,45 - 54 años,Adulto Mayor,Femenino,Estudiante
940,45 - 54 años,Adulto Mayor,Femenino,Profesional independiente
941,35 - 44 años,Adulto,Femenino,Estudiante
942,35 - 44 años,Adulto,Femenino,Ama de casa
943,18 - 24 años,Joven Adulto,Masculino,Comerciante
944,45 - 54 años,Adulto Mayor,Masculino,Otro
945,25 - 34 años,Adulto Joven,Femenino,Empleado privado
946,18 - 24 años,Joven Adulto,Femenino,Ama de casa
947,25 - 34 años,Adulto Joven,Masculino,Empleado público
948,35 - 44 años,Adulto,Masculino,Empresario
949,25 - 34 años,Adulto Joven,Masculino,Ama de casa
950,45 - 54 años,Adulto Mayor,Masculino,Empresario
951,35 - 44 años,Adulto,Femenino,Empleado privado
952,25 - 34 años,Adulto Joven,Femenino,Ama de casa
953,35 - 44 años,Adulto,Masculino,Empleado privado
954,55 años o más,Senior,Femenino,Comerciante
955,18 - 24 años,Joven Adulto,Masculino,Empresario
956,55 años o más,Senior,Masculino,Empleado privado
957,18 - 24 años,Joven Adulto,Masculino,Otro
958,25 - 34 años,Adulto Joven,Masculino,Comerciante
959,55 años o más,Senior,Femenino,Empleado privado
960,35 - 44 años,Adulto,Masculino,Empleado público
961,25 - 34 años,Adulto Joven,Femenino,Ama de casa
962,18 - 24 años,Joven Adulto,Femenino,Empleado privado
963,25 - 34 años,Adulto Joven,Femenino,Empleado privado
964,25 - 34 años,Adulto Joven,Femenino,Ama de casa
965,25 - 34 años,Adulto Joven,Femenino,Comerciante
966,25 - 34 años,Adulto Joven,Masculino,Otro
967,25 - 34 años,Adulto Joven,Femenino,Estudiante
968,18 - 24 años,Joven Adulto,Masculino,Empleado privado
969,Menos de 18 años,Juvenil,Masculino,Empleado privado
970,35 - 44 años,Adulto,Femenino,Comerciante
971,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
972,35 - 44 años,Adulto,Femenino,Empleado privado
973,18 - 24 años,Joven Adulto,Masculino,Ama de casa
974,Menos de 18 años,Juvenil,Masculino,Empleado privado
975,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
