id_ubicacion,Departamento,Municipio
823,Guatemala,Mixco
824,Quetzaltenango,Olintepeque
825,Guatemala,Guatemala
826,Suchitepéquez,CABECERA MUNICIPAL
827,Jalapa,Cabecera municipal
828,Zacapa,Cabecera municipal
829,Santa Rosa,Cabecera municipal
830,Izabal,Cabecera municipal
831,Chiquimula,Cabecera municipal
832,SOLOLÁ,Cabecera municipal
833,Guatemala,Guatemala
834,Chiquimula,Chiquimula
835,Chimaltenango,Patzún
836,Sacatepéquez,Sumpango
837,Guatemala,Santa Catarina Pinula
838,Guatemala,San Miguel Petapa
839,Jutiapa,Cabecera municipal
840,Guatemala,San Miguel Petapa
841,Guatemala,Santa Catarina Pinula
842,Chimaltenango,Chimaltenango
843,Sacatepéquez,Jocotenango
844,El Progreso,Otro municipio
845,SACATEPÉQUEZ,Sumpango
846,Guatemala,Villa Nueva
847,Guatemala,VILLA NUEVA
848,Guatemala,Guatemala
849,Totonicapán,Totonicapán
850,Guatemala,Santa Catarina Pinula
851,Escuintla,Escuintla
852,Guatemala,No especificado
853,Jalapa,Cabecera municipal
854,Chimaltenango,Patzún
855,Sacatepéquez,SUMPANGO
856,Sacatepéquez,Sumpango
857,Guatemala,Villa Nueva
858,Suchitepéquez,Otro municipio
859,Sacatepéquez,Antigua Guatemala
860,Sacatepéquez,CIUDAD VIEJA
861,Guatemala,Villa Nueva
862,Escuintla,Palín
863,Guatemala,Mixco
864,Guatemala,Villa Nueva
865,Chimaltenango,Patzún
866,Guatemala,Mixco
867,Escuintla,Palín
868,Guatemala,Guatemala
869,Sacatepéquez,Antigua Guatemala
870,Alta Verapaz,Otro municipio
871,Escuintla,Palín
872,Guatemala,Guatemala
873,Guatemala,Mixco
874,Guatemala,Guatemala
875,Guatemala,Mixco
876,Chimaltenango,Patzún
877,Guatemala,Villa Nueva
878,Chimaltenango,Patzún
879,Petén,San Benito
880,Guatemala,Santa Catarina Pinula
881,Huehuetenango,Cabecera municipal
882,Chimaltenango,Chimaltenango
883,Guatemala,Mixco
884,Guatemala,Mixco
885,San Marcos,Cabecera municipal
886,GUATEMALA,Villa Nueva
888,Quetzaltenango,Olintepeque
889,San Marcos,San Marcos
890,Guatemala,Mixco
891,Guatemala,Mixco
892,Chiquimula,Otro municipio
893,El Progreso,Otro municipio
894,Guatemala,Santa Catarina Pinula
895,Guatemala,San Miguel Petapa
896,Guatemala,San Miguel Petapa
897,Jalapa,Jalapa
898,Guatemala,Villa Nueva
899,Guatemala,Guatemala
900,Suchitepéquez,Otro municipio
901,Chimaltenango,Patzún
902,Guatemala,San Miguel Petapa
903,Guatemala,Guatemala
904,Escuintla,Palín
905,Alta Verapaz,Cabecera municipal
906,Sacatepéquez,Ciudad Vieja
907,Quetzaltenango,Olintepeque
908,Escuintla,Escuintla
909,Guatemala,Santa Catarina Pinula
910,Sacatepéquez,Antigua Guatemala
911,Guatemala,Mixco
912,Escuintla,Escuintla
913,Guatemala,Guatemala
914,Suchitepéquez,Suchitepéquez
915,Guatemala,Santa Catarina Pinula
916,Chimaltenango,Patzún
917,Guatemala,Mixco
918,Guatemala,Villa Nueva
919,Guatemala,San Miguel Petapa
920,Sacatepéquez,Sumpango
921,Guatemala,Mixco
922,Escuintla,Santa Lucía Cotzumalguapa
923,Guatemala,Santa Catarina Pinula
924,Quetzaltenango,Coatepeque
925,Chimaltenango,Chimaltenango
926,Jalapa,Jalapa
927,ZACAPA,OTRO MUNICIPIO
928,Guatemala,Villa Nueva
929,Baja Verapaz,Otro municipio
930,Retalhuleu,Retalhuleu
931,Guatemala,SAN MIGUEL PETAPA
932,Alta Verapaz,Alta Verapaz
933,San Marcos,Cabecera municipal
934,Quetzaltenango,Olintepeque
935,Guatemala,Mixco
936,Totonicapán,No especificado
937,Guatemala,Santa Catarina Pinula
939,Chimaltenango,Chimaltenango
940,Guatemala,Guatemala
941,Sacatepéquez,Jocotenango
942,Sacatepéquez,Jocotenango
943,Guatemala,Santa Catarina Pinula
944,Guatemala,Santa Catarina Pinula
945,Guatemala,Villa Nueva
946,Quetzaltenango,Olintepeque
947,Chimaltenango,Patzún
948,Chimaltenango,Tecpán Guatemala
949,RETALHULEU,Cabecera municipal
950,Escuintla,Palín
951,Guate,Santa Catarina Pinula
952,Guatemala,San Miguel Petapa
953,Sacatepéquez,No especificado
954,Sacatepéquez,Jocotenango
955,Quetzaltenango,Olintepeque
956,SUCHITEPÉQUEZ,Cabecera municipal
957,Quetzaltenango,QUETZALTENANGO
958,Huehuetenango,Cabecera municipal
959,Guatemala,GUATEMALA
960,Guatemala,San Miguel Petapa
961,GUATEMALA,San Miguel Petapa
962,Guatemala,Guatemala
963,Izabal,Izabal
964,Sacatepéquez,Antigua Guatemala
965,Guatemala,Mixco
966,Totonicapán,Otro municipio
967,Sacatepéquez,Antigua Guatemala
968,Chimaltenango,Patzún
969,Escuintla,Palín
970,Guatemala,Villa Nueva
971,Escuintla,Santa Lucía Cotzumalguapa
972,Guatemala,Villa Nueva
973,Guatemala,Santa Catarina Pinula
974,Guatemala,Guatemala
975,Zacapa,Zacapa
976,Guatemala,San Miguel Petapa
977,Guatemala,Guatemala
978,Petén,Poptún
979,Guatemala,Villa Nueva
980,Quetzaltenango,Coatepeque
981,Baja Verapaz,Baja Verapaz
982,Guatemala,Guatemala
983,Quiché,Quiché
984,Guatemala,Villa Nueva
985,Guatemala,San Miguel Petapa
986,Guatemala,San Miguel Petapa
987,Zacapa,Otro municipio
988,Guatemala,Guatemala
989,Guatemala,No especificado
990,Retalhuleu,Cabecera municipal
991,Alta Verapaz,No especificado
992,Jutiapa,No especificado
993,Guatemala,San Miguel Petapa
994,Quetzaltenango,Coatepeque
995,Guatemala,No especificado
996,Guatemala,Guatemala
997,Quetzaltenango,Quetzaltenango
998,Chimaltenango,Tecpán Guatemala
999,Quetzaltenango,Coatepeque
1000,Guatemala,Santa Catarina Pinula
1001,Jutiapa,Cabecera municipal
1002,Sacatepéquez,Jocotenango
1003,Guatemala,Guatemala
1004,Guatemala,Villa Nueva
1005,Petén,Flores
1006,El Progreso,El Progreso
1007,San Marcos,Otro municipio
1008,El Progreso,El Progreso
1009,Guatemala,San Miguel Petapa
1010,San Marcos,Otro municipio
1011,Guatemala,Santa Catarina Pinula
1012,Guatemala,Villa Nueva
1013,Alta Verapaz,Cabecera municipal
1014,Quetzaltenango,Coatepeque
1015,Retalhuleu,Cabecera municipal
1016,Guatemala,San Miguel Petapa
1017,Escuintla,Escuintla
1018,Zacapa,Otro municipio
1019,Guatemala,SANTA CATARINA PINULA
1020,Escuintla,Santa Lucía Cotzumalguapa
1021,Quetzaltenango,Olintepeque
1022,Chimaltenango,Chimaltenango
1023,Quetzaltenango,Olintepeque
1024,Quetzaltenango,Quetzaltenango
1025,Huehuetenango,Cabecera municipal
1026,Quetzaltenango,Coatepeque
1027,Chimaltenango,Tecpán Guatemala
1028,Guatemala,Santa Catarina Pinula
1029,Guatemala,Guatemala
1030,Huehuetenango,Huehuetenango
1031,Guatemala,VILLA NUEVA
1032,Guatemala,Santa Catarina Pinula
1033,Guatemala,Santa Catarina Pinula
1034,Guatemala,Guatemala
1035,Chimaltenango,Patzún
1036,Guatemala,Santa Catarina Pinula
1037,Quetzaltenango,Coatepeque
1038,Guatemala,San Miguel Petapa
1039,Escuintla,Palín
1040,Sololá,Sololá
1041,Escuintla,Santa Lucía Cotzumalguapa
1042,GUATEMALA,Mixco
1043,Quetzaltenango,Coatepeque
1044,Guatemala,No especificado
1045,Guatemala,Santa Catarina Pinula
1046,Sacatepéquez,Antigua Guatemala
1047,QUICHÉ,Quiché
1048,Quiché,Otro municipio
1050,Escuintla,Palín
1051,Totonicapán,Cabecera municipal
1052,Guatemala,Mixco
1053,Guatemala,Villa Nueva
1054,Totonicapán,Otro municipio
1055,Guatemala,Villa Nueva
1056,Izabal,Otro municipio
1057,Guatemala,Mixco
1058,Guatemala,Villa Nueva
1059,Guatemala,Santa Catarina Pinula
1060,Guatemala,Mixco
1061,Guatemala,Mixco
1062,Guatemala,No especificado
1063,Guatemala,Villa Nueva
1064,Guatemala,Santa Catarina Pinula
1065,Guatemala,San Miguel Petapa
1066,Guatemala,Santa Catarina Pinula
1067,Guatemala,Mixco
1068,Escuintla,Escuintla
1069,Chimaltenango,Chimaltenango
1070,Guatemala,Santa Catarina Pinula
1071,GUATEMALA,Mixco
1072,SACATEPÉQUEZ,Sumpango
1073,Guatemala,Villa Nueva
1074,Chimaltenango,Patzún
1075,Sacatepéquez,Ciudad Vieja
1076,Sacatepéquez,SUMPANGO
1077,Guatemala,Guatemala
1078,Guatemala,Mixco
1079,Guatemala,Villa Nueva
1080,Guatemala,San Miguel Petapa
1081,Escuintla,ESCUINTLA
1082,Guatemala,Villa Nueva
1083,Guatemala,Guatemala
1084,Sacatepéquez,Ciudad Vieja
1085,Guatemala,Villa Nueva
1086,Petén,Poptún
1087,Guatemala,Villa Nueva
1088,Jalapa,Otro municipio
1089,Guatemala,Mixco
2124,Guatemala,SANTA CATARINA PINULA
1091,Guatemala,Villa Nueva
1092,Petén,Poptún
1093,Guatemala,Santa Catarina Pinula
1094,Guatemala,San Miguel Petapa
1095,Sololá,Otro municipio
1096,Guatemala,San Miguel Petapa
1097,Quetzaltenango,Coatepeque
1098,ESCUINTLA,Palín
1099,Chimaltenango,No especificado
1100,Quiché,Quiché
1101,Guatemala,San Miguel Petapa
1102,Chimaltenango,CHIMALTENANGO
1103,Escuintla,Palín
1104,Sacatepéquez,Jocotenango
1105,Santa Rosa,Otro municipio
1106,Guatemala,Guatemala
1107,Chimaltenango,Tecpán Guatemala
2199,Guatemala,San Miguel Petapa
1109,Guatemala,San Miguel Petapa
1110,Guatemala,San Miguel Petapa
1111,Guatemala,Guatemala
1112,Guatemala,No especificado
1113,Guatemala,Guatemala
1114,Quetzaltenango,Coatepeque
1115,Guatemala,Mixco
1117,Sacatepéquez,SUMPANGO
1118,Guatemala,Mixco
1119,Chimaltenango,Chimaltenango
1120,Guatemala,Mixco
1121,JALAPA,Otro municipio
1122,Quetzaltenango,Quetzaltenango
1123,Escuintla,Escuintla
1124,Chimaltenango,Patzún
1125,Guatemala,Mixco
1126,Escuintla,Escuintla
1127,Guatemala,Guatemala
1129,Guatemala,Villa Nueva
1130,Guatemala,Mixco
1131,Quetzaltenango,Quetzaltenango
1132,Guatemala,San Miguel Petapa
1133,Suchitepéquez,Otro municipio
1134,Escuintla,Escuintla
1135,Huehuetenango,Huehuetenango
1136,Guatemala,San Miguel Petapa
1137,Guatemala,Mixco
1138,Chimaltenango,Chimaltenango
1139,Santa Rosa,Otro municipio
1140,Escuintla,Escuintla
1141,Guatemala,Santa Catarina Pinula
1142,Chimaltenango,CHIMALTENANGO
1143,Jalapa,Otro municipio
1144,Guatemala,Villa Nueva
1145,Chiquimula,Chiquimula
1146,Izabal,Otro municipio
1147,Guatemala,Santa Catarina Pinula
1148,Alta Verapaz,Alta Verapaz
1149,Guatemala,Santa Catarina Pinula
1150,Guatemala,Mixco
1151,QUETZALTENANGO,Olintepeque
1152,Escuintla,Palín
1153,Guatemala,Mixco
1154,Izabal,Cabecera municipal
1155,Alta Verapaz,Cabecera municipal
1156,Guatemala,Mixco
1157,Guatemala,Villa Nueva
1158,Escuintla,Escuintla
1159,Sacatepéquez,Jocotenango
1160,Alta Verapaz,Otro municipio
1161,Guatemala,Guatemala
1162,Guatemala,Santa Catarina Pinula
1163,Guatemala,Mixco
1164,Zacapa,Zacapa
1165,Guatemala,Villa Nueva
1166,Quiché,Quiché
1167,Baja Verapaz,Otro municipio
1168,Guatemala,Villa Nueva
1169,Alta Verapaz,Otro municipio
1170,Chimaltenango,Chimaltenango
1171,Baja Verapaz,Otro municipio
1172,Guatemala,Villa Nueva
1173,Chimaltenango,Patzún
1174,Retalhuleu,Cabecera municipal
1175,Escuintla,Palín
1176,Guatemala,Villa Nueva
1177,Izabal,Cabecera municipal
1178,Guatemala,Guatemala
1179,Escuintla,Santa Lucía Cotzumalguapa
1180,Sacatepéquez,ANTIGUA GUATEMALA
1181,Sacatepéquez,Jocotenango
1182,Guatemala,San Miguel Petapa
1183,Sacatepéquez,Sumpango
1184,Jutiapa,Otro municipio
1185,Petén,Flores
1186,Quetzaltenango,Quetzaltenango
1187,Santa Rosa,Otro municipio
1481,El Progreso,Otro municipio
1189,Sacatepéquez,Jocotenango
1190,Alta Verapaz,Cabecera municipal
1191,Guatemala,Villa Nueva
1192,Guatemala,Guatemala
1194,Retalhuleu,Otro municipio
1195,GUATEMALA,Santa Catarina Pinula
1196,Guatemala,Mixco
1197,Guatemala,San Miguel Petapa
1198,Guatemala,Santa Catarina Pinula
1199,Quetzaltenango,Quetzaltenango
1200,Izabal,Cabecera municipal
1201,Guatemala,Villa Nueva
1202,Chimaltenango,Patzún
1203,Quetzaltenango,Olintepeque
1204,Guatemala,Santa Catarina Pinula
1205,Guatemala,San Miguel Petapa
1206,Guatemala,Santa Catarina Pinula
1207,Guatemala,San Miguel Petapa
1208,Guatemala,Guatemala
1209,Guatemala,Villa Nueva
1210,Guatemala,Santa Catarina Pinula
1211,Petén,Flores
1212,Guatemala,Villa Nueva
1213,Sacatepéquez,Jocotenango
1214,Guatemala,Santa Catarina Pinula
1215,Guatemala,Guatemala
1216,Escuintla,SANTA LUCÍA COTZUMALGUAPA
1217,San Marcos,Cabecera municipal
1218,Escuintla,Palín
1219,Sacatepéquez,Sumpango
1220,Guatemala,VILLA NUEVA
1221,Guatemala,Guatemala
1222,Retalhuleu,Cabecera municipal
1223,Guate,Guatemala
1224,Guatemala,Mixco
1225,Guatemala,Mixco
1226,Izabal,Cabecera municipal
1227,Izabal,Otro municipio
1228,Quetzaltenango,Olintepeque
1229,Sacatepéquez,Jocotenango
1230,Jutiapa,Cabecera municipal
1231,Guatemala,Guatemala
1232,Guatemala,Villa Nueva
1233,Quetzaltenango,Quetzaltenango
1234,Guatemala,Mixco
1235,Guatemala,Guatemala
1236,Guatemala,Guatemala
1237,Guatemala,San Miguel Petapa
1238,Sacatepéquez,Ciudad Vieja
1239,Sacatepéquez,Sumpango
1240,Guatemala,Guatemala
1241,Guatemala,Santa Catarina Pinula
1242,Guatemala,Santa Catarina Pinula
1243,Guatemala,No especificado
1244,Guatemala,Santa Catarina Pinula
1245,Escuintla,Palín
1246,Sacatepéquez,No especificado
1247,Izabal,Cabecera municipal
1248,GUATEMALA,Guatemala
1249,Guatemala,Mixco
1250,Jalapa,Otro municipio
1251,Quiché,Otro municipio
1252,Guatemala,San Miguel Petapa
1253,Escuintla,Santa Lucía Cotzumalguapa
1254,Guatemala,Mixco
1255,El Progreso,El Progreso
1256,Guatemala,Villa Nueva
1257,Guatemala,Villa Nueva
1258,Quiché,Cabecera municipal
1259,GUATEMALA,Villa Nueva
1260,Totonicapán,Otro municipio
1261,Petén,San Benito
1262,Petén,Flores
1263,Guatemala,Mixco
1264,Totonicapán,Totonicapán
1265,Quetzaltenango,Olintepeque
1266,Guatemala,Santa Catarina Pinula
1267,Chimaltenango,Patzún
1268,Sacatepéquez,Sumpango
1269,Quetzaltenango,Coatepeque
1270,Santa Rosa,Cabecera municipal
1271,Guatemala,Santa Catarina Pinula
1864,Sacatepéquez,Ciudad Vieja
1273,San Marcos,San Marcos
1274,Sacatepéquez,Antigua Guatemala
1275,Jalapa,Cabecera municipal
1276,Guatemala,San Miguel Petapa
1277,Guatemala,San Miguel Petapa
1278,Escuintla,Escuintla
1279,Sacatepéquez,Antigua Guatemala
1280,Izabal,Otro municipio
1281,Guatemala,Guatemala
1282,Guatemala,No especificado
1283,Huehuetenango,Otro municipio
1284,Guatemala,Santa Catarina Pinula
1285,Escuintla,Santa Lucía Cotzumalguapa
1286,Guatemala,Villa Nueva
1287,Alta Verapaz,No especificado
1288,Guatemala,Villa Nueva
1289,Quetzaltenango,Coatepeque
1290,Guatemala,Mixco
1291,Petén,No especificado
1292,Quetzaltenango,Olintepeque
1293,Guatemala,Mixco
1294,Escuintla,Escuintla
1295,Guatemala,Santa Catarina Pinula
1296,Quetzaltenango,QUETZALTENANGO
1297,Guatemala,San Miguel Petapa
1298,ALTA VERAPAZ,Cabecera municipal
1299,Chimaltenango,Tecpán Guatemala
1300,Guatemala,Villa Nueva
1301,Guatemala,Guatemala
1302,Guatemala,Santa Catarina Pinula
1303,El Progreso,Cabecera municipal
1304,Guatemala,Villa Nueva
1305,Guatemala,Mixco
1306,Chimaltenango,Tecpán Guatemala
1307,Alta Verapaz,Cabecera municipal
1308,Petén,Poptún
1309,Baja Verapaz,Cabecera municipal
1310,Guatemala,Villa Nueva
1311,Guate,San Miguel Petapa
1312,Guatemala,Guatemala
1313,Guatemala,Guatemala
1314,Quetzaltenango,Quetzaltenango
1315,ESCUINTLA,Escuintla
1316,Guatemala,Mixco
1317,Retalhuleu,Cabecera municipal
1318,Guatemala,Mixco
2405,Guatemala,Villa Nueva
1320,Guatemala,San Miguel Petapa
1321,Sacatepéquez,Antigua Guatemala
1322,Escuintla,Palín
1323,Guatemala,Santa Catarina Pinula
1324,Sacatepéquez,Ciudad Vieja
1325,Guatemala,Villa Nueva
1326,Guatemala,Mixco
1327,Guatemala,Santa Catarina Pinula
1328,Guatemala,San Miguel Petapa
1329,Guatemala,San Miguel Petapa
1330,Quetzaltenango,Coatepeque
1331,Chiquimula,Chiquimula
1332,Guatemala,Santa Catarina Pinula
1333,Santa Rosa,Cabecera municipal
1334,Sacatepéquez,Jocotenango
1335,Quetzaltenango,Olintepeque
1336,Guatemala,Santa Catarina Pinula
1337,Guatemala,Guatemala
1339,Escuintla,Santa Lucía Cotzumalguapa
1340,Sacatepéquez,Ciudad Vieja
1341,EL PROGRESO,No especificado
1342,Guatemala,Santa Catarina Pinula
1343,Guatemala,Mixco
1344,Guatemala,Villa Nueva
1345,Escuintla,Palín
1346,Jalapa,Jalapa
1347,Guatemala,San Miguel Petapa
1348,Guatemala,Santa Catarina Pinula
1349,Quetzaltenango,Quetzaltenango
1350,Escuintla,Palín
1351,Quetzaltenango,Olintepeque
1352,Chimaltenango,Tecpán Guatemala
1353,TOTONICAPÁN,Cabecera municipal
1354,Escuintla,Escuintla
1355,Guatemala,Santa Catarina Pinula
1356,Guatemala,Santa Catarina Pinula
1357,Guatemala,Santa Catarina Pinula
1358,GUATEMALA,Mixco
1359,Guatemala,Villa Nueva
1360,Guatemala,Santa Catarina Pinula
1361,Escuintla,Escuintla
1362,Jalapa,Cabecera municipal
1363,Guatemala,Santa Catarina Pinula
1364,Quetzaltenango,Olintepeque
1365,Guatemala,Villa Nueva
1366,Guatemala,San Miguel Petapa
1367,Escuintla,SANTA LUCÍA COTZUMALGUAPA
1368,GUATEMALA,Villa Nueva
1369,Quetzaltenango,Coatepeque
1370,Sacatepéquez,Antigua Guatemala
1371,Guatemala,San Miguel Petapa
1372,Guatemala,Santa Catarina Pinula
1373,Quiché,Quiché
1374,Sacatepéquez,Sumpango
1375,Guatemala,SAN MIGUEL PETAPA
1376,San Marcos,San Marcos
1377,Guatemala,San Miguel Petapa
1378,Retalhuleu,Retalhuleu
1379,Sacatepéquez,Jocotenango
1380,Baja Verapaz,Baja Verapaz
1381,Escuintla,Escuintla
1382,Quetzaltenango,Quetzaltenango
1383,Baja Verapaz,Otro municipio
1384,SACATEPÉQUEZ,Ciudad Vieja
1385,Jutiapa,Jutiapa
1386,SOLOLÁ,Sololá
1387,Guatemala,Guatemala
1388,Suchitepéquez,Otro municipio
1389,Guatemala,Mixco
1390,Guatemala,Villa Nueva
1391,Sololá,Cabecera municipal
1392,Guatemala,Mixco
1393,Guatemala,SANTA CATARINA PINULA
1394,Chimaltenango,Patzún
1395,Retalhuleu,Otro municipio
1396,Guatemala,Santa Catarina Pinula
1397,Suchitepéquez,Cabecera municipal
1398,Guatemala,Guatemala
1399,Guatemala,San Miguel Petapa
1400,Quetzaltenango,Coatepeque
1401,Guatemala,San Miguel Petapa
1402,Guatemala,Guatemala
1403,Guatemala,Villa Nueva
1404,Chimaltenango,Tecpán Guatemala
1405,San Marcos,Otro municipio
1406,Guatemala,Mixco
1407,Guatemala,Santa Catarina Pinula
1408,Guatemala,San Miguel Petapa
1409,Escuintla,Palín
1410,Sacatepéquez,Jocotenango
1411,Huehuetenango,Huehuetenango
1412,Guatemala,Santa Catarina Pinula
1413,Chimaltenango,No especificado
1414,Guatemala,Santa Catarina Pinula
1415,Guatemala,Guatemala
1417,Guatemala,Santa Catarina Pinula
1418,Guatemala,Mixco
1419,Huehuetenango,Otro municipio
1420,Jutiapa,Jutiapa
1421,Guatemala,SAN MIGUEL PETAPA
1422,Zacapa,Otro municipio
2478,Guatemala,Villa Nueva
1424,Guatemala,Santa Catarina Pinula
1425,Guatemala,Villa Nueva
1426,Quetzaltenango,Olintepeque
1427,Guatemala,Santa Catarina Pinula
1428,Guatemala,VILLA NUEVA
1429,Guatemala,Villa Nueva
1430,Guatemala,Guatemala
1431,Santa Rosa,Cabecera municipal
1432,Chiquimula,Chiquimula
1433,Sacatepéquez,CIUDAD VIEJA
1434,Chimaltenango,No especificado
1435,Guatemala,San Miguel Petapa
1436,GUATEMALA,Mixco
1437,Guatemala,Santa Catarina Pinula
1438,Guatemala,Villa Nueva
1439,Quetzaltenango,Coatepeque
1440,Chimaltenango,Patzún
1441,Jutiapa,Jutiapa
1442,Totonicapán,Totonicapán
1443,Guatemala,Mixco
1444,Guatemala,Villa Nueva
1445,Guatemala,Guatemala
1446,Guatemala,Mixco
1447,El Progreso,El Progreso
1448,Baja Verapaz,BAJA VERAPAZ
1449,Escuintla,Santa Lucía Cotzumalguapa
1450,Quetzaltenango,Olintepeque
1451,Guatemala,Villa Nueva
1452,Guatemala,Mixco
1453,Petén,Flores
1454,Sacatepéquez,Sumpango
1455,Guatemala,Santa Catarina Pinula
1456,Retalhuleu,Otro municipio
1457,Guatemala,Guatemala
1458,Sacatepéquez,Sumpango
1460,San Marcos,OTRO MUNICIPIO
1461,Totonicapán,Cabecera municipal
1462,Quetzaltenango,Quetzaltenango
1463,Guatemala,San Miguel Petapa
1464,Izabal,Cabecera municipal
1465,Guatemala,San Miguel Petapa
1466,Guatemala,San Miguel Petapa
1467,Guatemala,Santa Catarina Pinula
1468,El Progreso,El Progreso
1469,Escuintla,Escuintla
1470,Guatemala,San Miguel Petapa
1471,Sacatepéquez,Jocotenango
1473,Jalapa,Jalapa
1474,Guatemala,Villa Nueva
1475,Jalapa,Cabecera municipal
1476,Escuintla,Santa Lucía Cotzumalguapa
1477,Sololá,Otro municipio
1478,Quetzaltenango,Quetzaltenango
1479,Quetzaltenango,OLINTEPEQUE
1480,Quetzaltenango,Quetzaltenango
1482,Santa Rosa,Cabecera municipal
1483,Guatemala,Santa Catarina Pinula
1484,Guatemala,Santa Catarina Pinula
1485,Guatemala,Mixco
1486,Santa Rosa,Cabecera municipal
1487,Alta Verapaz,Alta Verapaz
1488,Guatemala,Mixco
1489,Guatemala,Villa Nueva
1490,Guatemala,Santa Catarina Pinula
1491,Guatemala,San Miguel Petapa
1492,Sacatepéquez,Antigua Guatemala
1493,Quetzaltenango,Olintepeque
1494,Chimaltenango,Chimaltenango
1495,Chimaltenango,Patzún
1496,Quiché,Otro municipio
1497,Quetzaltenango,Olintepeque
1498,Guatemala,San Miguel Petapa
1499,Guatemala,Villa Nueva
1500,Chimaltenango,PATZÚN
1501,Guatemala,San Miguel Petapa
1502,Guatemala,VILLA NUEVA
1503,Guatemala,Villa Nueva
1504,Escuintla,Escuintla
1505,Guatemala,Mixco
1506,Quetzaltenango,Coatepeque
1507,Guatemala,Mixco
1508,Guatemala,San Miguel Petapa
1509,Sacatepéquez,Jocotenango
1510,Sacatepéquez,Antigua Guatemala
1511,Santa Rosa,Santa Rosa
1512,Guatemala,Mixco
1513,Huehuetenango,Otro municipio
1514,Sacatepéquez,Jocotenango
1515,Suchitepéquez,Cabecera municipal
1516,Guatemala,San Miguel Petapa
1517,Guatemala,Mixco
1518,Guatemala,San Miguel Petapa
1519,Guatemala,Santa Catarina Pinula
1520,Guatemala,Villa Nueva
1521,Sacatepéquez,Sumpango
1522,El Progreso,Cabecera municipal
1523,GUATEMALA,San Miguel Petapa
1524,Sacatepéquez,Antigua Guatemala
1525,Guatemala,San Miguel Petapa
1526,Retalhuleu,Cabecera municipal
1527,Chimaltenango,Chimaltenango
1528,Guatemala,Villa Nueva
1529,Huehuetenango,Huehuetenango
1530,Guatemala,Villa Nueva
1531,Escuintla,Palín
1532,Guatemala,San Miguel Petapa
1533,Alta Verapaz,Cabecera municipal
1534,Guatemala,Mixco
1535,Sacatepéquez,Sumpango
1536,Escuintla,Santa Lucía Cotzumalguapa
1537,Guatemala,Santa Catarina Pinula
1538,Guatemala,San Miguel Petapa
1539,Huehuetenango,Huehuetenango
1540,Suchitepéquez,Cabecera municipal
1541,Guatemala,San Miguel Petapa
1542,Quetzaltenango,Olintepeque
1543,Alta Verapaz,Otro municipio
1544,Quetzaltenango,OLINTEPEQUE
1545,Chiquimula,Cabecera municipal
1546,Guatemala,Villa Nueva
1547,Guatemala,Villa Nueva
1548,Guatemala,Mixco
1549,Xela,Olintepeque
1550,Guatemala,Guatemala
1551,Quiché,Otro municipio
1552,Quetzaltenango,Olintepeque
1553,Retalhuleu,Retalhuleu
1554,Guatemala,Santa Catarina Pinula
1555,Guatemala,Guatemala
1556,Jalapa,Cabecera municipal
1557,Guatemala,Santa Catarina Pinula
1558,Guatemala,No especificado
1559,TOTONICAPÁN,Cabecera municipal
1560,Guatemala,Guatemala
1561,Zacapa,Otro municipio
1562,Baja Verapaz,Otro municipio
1563,Quetzaltenango,Olintepeque
1564,Quetzaltenango,Olintepeque
1565,Guatemala,Santa Catarina Pinula
1566,Quetzaltenango,Coatepeque
1567,Chimaltenango,Tecpán Guatemala
1568,Guatemala,Guatemala
1569,Sacatepéquez,Antigua Guatemala
1570,Guatemala,Mixco
1571,Suchitepéquez,Otro municipio
1572,Quetzaltenango,Olintepeque
1573,Chiquimula,Chiquimula
1574,Guatemala,Santa Catarina Pinula
1575,Escuintla,Escuintla
1576,Sacatepéquez,Sumpango
1577,Guatemala,Guatemala
1578,El Progreso,Otro municipio
1579,Guatemala,No especificado
1580,Jalapa,Otro municipio
1581,Chimaltenango,Tecpán Guatemala
1582,Sacatepéquez,Sumpango
1583,Guatemala,Guatemala
1584,Guatemala,San Miguel Petapa
1585,Escuintla,Santa Lucía Cotzumalguapa
1586,Guatemala,Mixco
1587,Guatemala,San Miguel Petapa
1588,Retalhuleu,Retalhuleu
1589,Guatemala,Guatemala
1590,Guatemala,Mixco
1591,Chimaltenango,Chimaltenango
1592,Escuintla,Escuintla
1593,Quetzaltenango,Olintepeque
1594,GUATEMALA,Guatemala
1596,Huehuetenango,Huehuetenango
1597,Chiquimula,No especificado
1598,Guatemala,Mixco
1599,Escuintla,Escuintla
1600,Guatemala,Santa Catarina Pinula
1601,Chimaltenango,Tecpán Guatemala
1602,Guatemala,Villa Nueva
1603,Escuintla,Escuintla
1604,ALTA VERAPAZ,Cabecera municipal
1605,Guatemala,Villa Nueva
1606,Izabal,Otro municipio
1607,Guatemala,Mixco
1608,Guatemala,Villa Nueva
1609,Huehuetenango,Cabecera municipal
1610,Guatemala,Mixco
1611,Chimaltenango,Tecpán Guatemala
1612,Petén,San Benito
1613,Guatemala,Mixco
1614,Escuintla,Santa Lucía Cotzumalguapa
1615,Guatemala,Santa Catarina Pinula
1616,Quetzaltenango,Coatepeque
1617,Jalapa,Otro municipio
1618,Chimaltenango,Patzún
1619,Guatemala,Guatemala
1620,Escuintla,Santa Lucía Cotzumalguapa
1621,Guatemala,San Miguel Petapa
1622,Guatemala,Villa Nueva
1623,Guatemala,Mixco
1624,Guatemala,Villa Nueva
